potencia_x,potencia_y,potencia_z,potencia_total_xyz
7.8273417804259e-06,0.000323911191980016,0.000264688358959106,0.000596426892719548
1.23265498877113e-05,1.26510413290895e-05,3.03563194773239e-05,5.53339106941247e-05
4.17338640296446e-05,5.61159548159405e-05,3.48610512758951e-05,0.00013271087012148
7.56865795728387e-05,9.03868806916983e-05,6.53757175738385e-05,0.000231449177838376
4.77736760493386e-06,3.65225320782396e-06,8.2589446836945e-06,1.66885654964523e-05
9.41281817265721e-06,1.20978410876319e-05,1.71946019166411e-05,3.87052611769302e-05
3.03007697881925e-06,2.65720521607955e-06,8.19571111715238e-06,1.38829933120512e-05
6.33277359215969e-05,0.00191380845238668,7.96210267572365e-05,0.00205675721506551
0.000198421248001061,0.000343701610860854,0.000281316153890685,0.0008234390127526
8.93082815823052e-05,0.000207129828336974,0.000167720871227403,0.000464158981146682
0.00024639867795055,0.000580674513985562,0.000402629749737739,0.00122970294167385
0.000126168508976327,0.000272701698350577,0.000214038474720578,0.000612908682047482
6.90746620818198e-05,0.000108522762030452,0.000166304186094058,0.00034390161020633
4.32358202896026e-05,7.47688897441647e-05,9.56739074265337e-05,0.000213678617460301
0.000464566222397295,0.00139050096796668,0.00133216371913244,0.00318723090949641
0.000373204712047763,0.00119531548687325,0.00101001425936028,0.00257853445828129
4.42609967035305e-05,2.12635482042329e-05,3.30992160090855e-05,9.86237609168488e-05
4.83989942196396e-05,3.16552472473936e-05,5.92254402938806e-05,0.000139279681760914
3.91358619681782e-05,4.38881859908244e-05,8.01724773505371e-05,0.00016319652530954
3.65926146905513e-05,2.81410388187935e-05,4.66457037834099e-05,0.000111379357292755
0.000152506036981336,0.000138660542508131,0.000171923836647452,0.000463090416136919
3.69438614762267e-05,6.27011603899138e-05,3.71184968824327e-05,0.000136763518748573
9.61417087177915e-05,5.24882924689043e-05,7.04336111838018e-05,0.000219063612370498
0.000316939195388148,0.00063188244966015,0.000598112233356936,0.00154693387840523
0.000626030258317976,0.0022443021799592,0.00188038593197758,0.00475071837025475
0.000131864023858953,9.88892992566196e-05,0.000132232699538324,0.000362986022653897
8.1172013560176e-05,3.56084487979164e-05,5.78691079092524e-05,0.000174649570267345
0.000161609516707785,7.03181696456795e-05,0.000106366386790936,0.0003382940731444
9.24077420641753e-05,3.40007865111564e-05,0.000110299180749538,0.000236707709324869
0.000407890314930761,0.000896381979155971,0.000361679388722587,0.00166595168280932
5.0410838796915e-05,5.54550652105389e-05,9.04665955788807e-05,0.000196332499586335
0.000128312177620748,0.000144311068028887,0.000125427083266486,0.00039805032891612
0.000162129020677238,9.47547553712644e-05,0.000123485733112883,0.000380369509161385
0.00011127879383101,7.48539673741825e-05,8.40902681875309e-05,0.000270223029392724
0.000617683801451731,0.00236607206622914,0.00160162652479484,0.0045853823924757
0.000278202030346768,0.000636163724525338,0.000602773738717779,0.00151713949358988
7.3011983951798e-05,0.000253404235042344,7.55165177576454e-05,0.000401932736751787
0.000126878224877557,0.000122280617599362,7.61224331020782e-05,0.000325281275578998
0.000436020160901752,0.000654633643773689,0.000560522876699637,0.00165117668137508
0.000218229652833571,0.000777680516725936,0.000587782703759631,0.00158369287331914
9.85879016075348e-05,0.000164834763342077,0.00014715768818593,0.000410580353135541
7.10528220831752e-05,6.40791449056425e-05,6.38055354539419e-05,0.00019893750244276
7.90628228422877e-05,0.00017737586726343,9.54818388132878e-05,0.000351920528919006
1.5878557373848e-05,1.34453463074167e-05,2.38163209382533e-05,5.31402246195179e-05
2.09262925864601e-05,1.35399251798543e-05,2.8078973673548e-05,6.25451914398624e-05
1.30839380432903e-05,8.82685545881813e-06,1.521152228909e-05,3.71223157911984e-05
1.14424641376479e-05,8.89760265982177e-06,1.81107378204946e-05,3.84508046179643e-05
6.75636773154148e-06,5.61229768005642e-06,1.73659836150549e-05,2.97346490266528e-05
9.64108516463164e-06,7.47493793438065e-06,1.70966968095383e-05,3.42127199085506e-05
1.26260142607809e-05,1.00062888695992e-05,1.7452887065223e-05,4.0085190195603e-05
8.93803738339223e-06,7.14825079711781e-06,1.86986998832471e-05,3.47849880637571e-05
5.02293336876304e-06,4.89086087651135e-06,1.4259377990821e-05,2.41731722360954e-05
1.87939841835182e-05,1.39139154450046e-05,1.99736258002606e-05,5.26815254287834e-05
5.99149183608945e-06,8.1828188495498e-06,1.61880990130356e-05,3.03624096986748e-05
0.000110213262823637,0.00016720389983876,0.000261903425549538,0.000539320588211935
0.000129388491870685,0.000119392116148353,0.000136434166090661,0.000385214774109699
0.000203216930889301,0.0002383583837074,0.000242420192888953,0.000683995507485654
0.000229674575260271,0.000212520979526061,0.000343466853836277,0.000785662408622609
0.000576379870478639,0.00163801383587142,0.00121162039799193,0.00342601410434199
6.71293776510939e-05,3.9354895444249e-05,4.75769327085027e-05,0.000154061205803846
3.03739582801373e-05,1.7380037075861e-05,2.80158255701219e-05,7.57698209261202e-05
0.000175980005611657,0.000103319921937709,0.000100403515980216,0.000379703443529582
4.40081143156787e-05,7.78934130263307e-05,4.52076842899374e-05,0.000167109211631947
3.27235689602428e-05,8.3451075930344e-05,3.96192826463778e-05,0.000155793927536965
2.78922346053617e-05,0.000106768120322694,2.56123122962549e-05,0.00016027266722431
7.17075960047712e-05,0.000121999371969153,6.77562466946162e-05,0.000261463214668541
3.34268157201728e-05,2.63035042210035e-05,3.28876779552871e-05,9.26179978964634e-05
0.000120951830973057,1.52372985027575e-05,2.81670170986602e-05,0.000164356146574475
0.00011626280095549,6.59463111579709e-05,5.29203953629595e-05,0.000235129507476421
0.000273891758943495,0.000344102115755598,0.000465828354057075,0.00108382222875617
0.000301088375510474,0.000324108701285051,0.000378659581855442,0.00100385665865097
0.000357644295867219,0.000379838956296131,0.000389824635254217,0.00112730788741757
0.000305199676595467,0.000357622493963531,0.000352026279689065,0.00101484845024806
0.000226504725628258,0.000326748045381382,0.000332413197576617,0.000885665968586258
0.000319850076541561,0.000345924117093714,0.000488413716130475,0.00115418790976575
0.000211422023965227,0.000267827320882463,0.00034109883911971,0.0008203481839674
0.000194773595386442,2.86385575562821e-05,5.0302598449396e-05,0.00027371475139212
