potencia_x,potencia_y,potencia_z,potencia_total_xyz
9.03451302869487e-06,0.000322498860825107,0.000273601724727589,0.000605135098581391
1.13670734350261e-05,1.22122473296475e-05,2.20712903620001e-05,4.56506111266737e-05
0.000175777236271494,0.00024507068994178,0.000183463124938362,0.000604311051151636
2.80918548115879e-05,3.7709137485323e-05,0.00015568972979332,0.000221490722090231
0.000108521613914402,0.000218073026999969,0.00014728003471027,0.000473874675624641
0.000103345333996299,0.000168596103828913,0.000139544864960344,0.000411486302785556
0.000120806163059858,5.60013539188683e-05,8.22137102227894e-05,0.000259021227201515
8.93931911494638e-05,0.000185077387107122,0.000143032419763519,0.000417502998020104
0.000241513901594328,0.000544399267334329,0.000283908891750752,0.00106982206067941
0.000214446077794681,0.000479335621557211,0.000339347620981499,0.00103312932033339
0.000515679069388415,0.00213581314773744,0.00155799401717719,0.00420948623430304
0.000257574253435053,0.00140052603577761,0.000963073464859504,0.00262117375407217
0.00035815373776386,0.00175269037619681,0.000931953776358596,0.00304279789031927
0.000358175125724372,0.000827271668629106,0.000574837691069204,0.00176028448542268
0.000238624454608647,0.000717039801164993,0.000352235979094788,0.00130790023486843
6.02870010464322e-05,2.44377019806506e-05,9.01708522712049e-05,0.000174895555298288
3.17322885369853e-05,1.36402204414829e-05,5.02657310463338e-05,9.5638240024802e-05
1.73304334179403e-05,9.34431603358282e-06,4.61383197010151e-05,7.28130691525382e-05
2.50105508429356e-05,1.35290349716427e-05,3.63804503899928e-05,7.49200362045711e-05
1.08038286988378e-05,5.27412267975734e-06,2.28924337617402e-05,3.89703851403354e-05
7.6900563278219e-06,4.34325118446449e-06,1.82479598373354e-05,3.02812673496218e-05
8.97406263547952e-06,5.2542981414376e-06,2.00519437927054e-05,3.42803045696226e-05
1.02060329899684e-05,6.74804388783558e-06,2.03251220375928e-05,3.72791989153968e-05
1.03466700455117e-05,6.23284732335693e-06,1.88179250861724e-05,3.5397442455041e-05
1.27408449910954e-05,6.42118098307438e-06,1.72002478383774e-05,3.63622738125472e-05
6.6840638631162e-06,4.05949497155373e-06,1.68113060589123e-05,2.75548648935822e-05
1.95941269300805e-05,9.16600213219085e-06,2.53370558512742e-05,5.40971849135456e-05
2.09992274706743e-05,1.16785106068682e-05,2.74487539502729e-05,6.01264920278155e-05
0.000157258260607722,0.000294778486109729,0.000359760725590218,0.000811797472307668
