potencia_x,potencia_y,potencia_z,potencia_total_xyz
0.000106734772968773,0.000481331662636414,0.000737110531680975,0.00132517696728616
7.93593192416002e-05,5.26998304822067e-05,4.36636001021392e-05,0.000175722749825946
3.7885846895658e-05,3.58015342430319e-05,4.2668965636482e-05,0.000116356346775172
0.000177798883995097,0.000265079802950347,0.000119713724790423,0.000562592411735867
3.74215472074512e-05,3.80398538857313e-05,4.55480283413462e-05,0.000121009429434529
0.000103499905405308,0.000188008266410493,7.52584884794559e-05,0.000366766660295257
4.30629906284703e-05,6.46071433341964e-05,8.46842059924788e-05,0.000192354339955146
7.44054913184894e-05,4.2704240461384e-05,4.97205962157697e-05,0.000166830327995643
4.84723515274017e-05,4.0921570457672e-05,3.830758498918e-05,0.000127701506974254
6.41517720302815e-05,0.00010415642841431,6.57947173078547e-05,0.000234102917752446
0.000241756550168885,0.00062853282445868,0.000214718367459865,0.00108500774208743
0.000397795402554062,0.00131023289001571,0.000404885955781186,0.00211291424835096
0.000465259029119593,0.00145173530301921,0.000568899577482895,0.0024858939096217
4.72863671059761e-05,3.18025361978842e-05,3.53941435208034e-05,0.000114483046824664
0.00017967662364128,0.000426164729307393,0.000160435747787526,0.000766277100736198
0.00018192275258724,0.000629089090518236,0.000204641989562617,0.00101565383266809
0.000224566239549402,0.000338196453548948,0.000196743648611865,0.000759506341710216
0.000195103191772839,0.000620545339008562,0.000211839339750272,0.00102748787053167
0.00012389097748181,0.000217453470358732,8.2375061369241e-05,0.000423719509209783
8.3327720822235e-05,0.000135052942332805,4.70069187345895e-05,0.00026538758188963
0.000152640295078654,0.000447543816182829,0.000164462806607593,0.000764646917869075
0.0001696409465754,0.00035871092654674,0.000171359467581418,0.000699711340703557
4.40714325529792e-05,2.25026065029302e-05,4.16468721784288e-05,0.000108220911234338
0.000101879149791259,0.000141367825851629,8.06518795777729e-05,0.000323898855220661
9.21600964226297e-05,0.000145562576946089,8.45480142510107e-05,0.000322270687619729
2.55896365537654e-05,2.02108065003171e-05,2.78703103119526e-05,7.36707533660351e-05
4.9370477067444e-05,6.0216793798022e-05,3.97835680770912e-05,0.000149370838942557
6.06592255292323e-05,0.000101233167325097,5.59241404250181e-05,0.000217816533279347
9.42430982765293e-05,0.000144157394142834,0.00010772857386712,0.000346129066286483
3.67071110169262e-05,1.58060591271201e-05,3.92691747372764e-05,9.17823448813227e-05
8.80522239085503e-06,6.5295449642057e-06,1.81333338394526e-05,3.34681011945133e-05
9.82630613424448e-06,9.97647627582642e-06,2.09407436111516e-05,4.07435260212225e-05
1.12875618913641e-05,1.10614121396014e-05,2.0305487189617e-05,4.26544612205825e-05
9.726612703872e-06,6.22643650493213e-06,1.5878352151881e-05,3.18314013606851e-05
9.84207126132583e-06,7.65942238723547e-06,1.64605759490528e-05,3.39620695976141e-05
1.12313682845246e-05,7.32502949641442e-06,1.66330071253413e-05,3.51894049062803e-05
2.04758046263233e-05,1.02605894762534e-05,1.78924882075539e-05,4.86288823101307e-05
1.02062130134953e-05,7.59963130110361e-06,1.97313939735374e-05,3.75372382881363e-05
6.55633629713685e-06,6.48024646751079e-06,1.4790060800673e-05,2.78266435653206e-05
5.09329559696228e-05,1.72287630366069e-05,4.41041082150555e-05,0.000112265827221285
6.526469820872e-06,5.86875339220893e-06,1.6178753462458e-05,2.85739766755389e-05
7.49283883165107e-06,4.57190551756489e-06,1.3839146696331e-05,2.59038910455469e-05
1.09259885625896e-05,8.38739785033929e-06,1.94868810252564e-05,3.88002674381853e-05
1.44977365501796e-05,2.01207408034622e-05,4.62119053996967e-05,8.08303827533385e-05
8.39000827432797e-06,6.0258205201344e-06,1.57126674245591e-05,3.01284962190215e-05
2.64818102629826e-05,2.08399024674721e-05,2.72503135192718e-05,7.45720262497265e-05
1.17612473176487e-05,8.23428708043896e-06,1.57505081851119e-05,3.57460425831996e-05
1.2740793550182e-05,1.58165364217115e-05,2.60800933063009e-05,5.46374232781945e-05
6.11474558605429e-06,9.42036707130444e-06,2.60420848444127e-05,4.15771975017714e-05
3.17275894752843e-05,1.4992646304279e-05,2.96751783456794e-05,7.63954141252427e-05
6.98941297542381e-06,5.34424054746198e-06,1.55016478617492e-05,2.7835301384635e-05
8.27436958329224e-06,7.36229467681147e-06,1.64360593456275e-05,3.20727236057312e-05
1.09043616888663e-05,8.41058474266888e-06,1.92741129092398e-05,3.85890593407749e-05
1.47138045809225e-05,1.09571425369682e-05,2.08485931526492e-05,4.65195402705399e-05
8.23655005969977e-06,5.89008951140284e-06,1.70222543854925e-05,3.11488939565951e-05
2.00560285986235e-05,1.47177481972431e-05,2.14287392708107e-05,5.62025160666773e-05
5.54065740060845e-06,4.82316217893257e-06,1.14798375512512e-05,2.18436571307922e-05
2.22756938628127e-05,2.38397281598091e-05,3.21331077554076e-05,7.82485297780294e-05
4.17386129688658e-06,3.27868266441487e-06,9.73707906348647e-06,1.71896230247879e-05
5.48044767805826e-06,4.58071525374763e-06,1.37124544026078e-05,2.37736173344137e-05
4.79054377126611e-06,4.0610290145157e-06,1.16898858191367e-05,2.05414586049185e-05
4.83387223392233e-06,3.80742760636288e-06,1.09714517715546e-05,1.96127516118398e-05
6.40515305123873e-06,5.4225832275142e-06,1.4359463422377e-05,2.61871997011299e-05
5.90242026118298e-06,6.39389844861812e-06,1.36741532100644e-05,2.59704719198655e-05
5.15363762120631e-05,7.33983798936349e-05,4.37785512172364e-05,0.000168713307322934
1.10869683243048e-05,9.48707539651766e-06,2.66553927563903e-05,4.72294364772128e-05
1.14104506750602e-05,8.43047396357058e-06,2.34848166602141e-05,4.33257412988449e-05
0.000160547421946457,0.000516972495269373,0.000156861361701796,0.000834381278917625
0.000245736772173684,0.000613663661374467,0.000275471445437414,0.00113487187898556
0.000234068523789724,0.000390973025548452,0.000213103743006712,0.000838145292344888
0.000160621287273095,0.000676576592487639,0.00019299675581282,0.00103019463557355
7.81300333410762e-05,5.80966058310121e-05,7.517311960177e-05,0.000211399758773858
3.17659507052697e-05,2.66952759543116e-05,3.4614492180256e-05,9.30757188398374e-05
0.000116828976801609,0.00029710132938699,0.000120210613039539,0.000534140919228138
0.000425198714418747,0.00151206383015132,0.000378929589099067,0.00231619213366913
0.000437826525171153,0.00174320193316775,0.000530018631836383,0.00271104709017529
0.000208364552182941,0.000381399668916957,0.000184935338889039,0.000774699559988937
6.9037902224244e-05,9.57467784232329e-05,6.40886779298225e-05,0.000228873358577299
0.000245289026422999,0.000682170926153349,0.000203353595098053,0.0011308135476744
7.7194047793608e-05,0.000113190082243757,5.75171904259097e-05,0.000247901320463275
1.63068497937968e-05,1.08542137382434e-05,2.02508864604694e-05,4.74119499925096e-05
1.896347297827e-05,1.21974705913311e-05,2.39351225014963e-05,5.50960660710974e-05
3.95639428418948e-05,1.74012294842677e-05,3.41358196189228e-05,9.11009919450853e-05
5.54593232660212e-05,7.55337955553186e-05,5.32178825109642e-05,0.000184211001332304
0.000113999349312982,0.000227592384169796,0.000109624205205531,0.000451215938688309
0.000110659072274417,0.000235971225346097,0.000125401585062882,0.000472031882683396
6.4321472498818e-05,3.9273809733595e-05,6.10714284106508e-05,0.000164666710643064
0.000100701961249256,0.000178965775308332,0.00011603240061021,0.000395700137167798
3.26241968668778e-05,3.07310985984376e-05,3.5092075103102e-05,9.84473705684174e-05
1.13268433791499e-05,7.82722077667496e-06,1.75354778374026e-05,3.66895419932275e-05
6.92820196457727e-06,6.64295065753215e-06,1.63208398494784e-05,2.98919924715878e-05
6.93775613609165e-06,6.73743226416814e-06,1.40003936192333e-05,2.76755820194931e-05
9.3173422367994e-06,8.30294912467133e-06,1.48491222172616e-05,3.24694135787323e-05
3.54734171260033e-05,2.59291522160415e-05,3.89221810291981e-05,0.000100324750371243
1.04924883700301e-05,8.8570210057626e-06,1.59133303981261e-05,3.52628397739188e-05
