potencia_x,potencia_y,potencia_z,potencia_total_xyz
0.00012923154570307,0.000428292261096295,0.000574027992688432,0.0011315517994878
0.000129891858165076,0.000152443743355318,0.000152086982171591,0.000434422583691984
0.000448832625822135,0.000875167997593997,0.000839486068551652,0.00216348669196778
0.000229072337003863,0.00066318593079146,0.00039640918686808,0.0012886674546634
6.53640944104318e-05,4.31322060913768e-05,4.92376549042814e-05,0.00015773395540609
5.81712729569856e-05,1.99475847677803e-05,2.60316726351659e-05,0.000104150530359932
4.15307384938511e-05,1.90960715087612e-05,2.81693748234812e-05,8.87961848260935e-05
0.000179599857159212,0.000286065444083855,0.000288730544149687,0.000754395845392754
5.11003511635475e-05,4.29832343385108e-05,4.27683267868974e-05,0.000136851912288956
6.7245896471197e-05,0.000110096968996132,0.000132778315948483,0.000310121181415812
0.000161867968721067,8.99458876912859e-05,0.000138777179695858,0.000390591036108211
9.09125682090664e-05,6.37219225351401e-05,7.20635961222689e-05,0.000226698086866475
0.000100373417659845,6.5433088436644e-05,0.000106762194926619,0.000272568701023108
4.03119834345446e-05,4.43785947146654e-05,5.58971319832479e-05,0.000140587710132458
0.000127577873947918,0.000140101824145823,8.46036044464464e-05,0.000352283302540187
6.09315899391841e-05,5.13353892135495e-05,6.76424656497742e-05,0.000179909444802508
7.11879874505343e-05,0.000191754929935676,0.000196170709113602,0.000459113626499813
4.07189384630213e-05,3.31040899216237e-05,9.24901746718091e-05,0.000166313203056454
8.970499177102e-06,6.9919278656347e-06,1.47302447363523e-05,3.06926717790891e-05
2.85929426095856e-05,3.64315173657684e-05,2.85252471180105e-05,9.35497070933645e-05
1.31316796722351e-05,7.57758218465504e-06,1.57530397313158e-05,3.6462301588206e-05
1.35355954658287e-05,6.79017170005726e-06,1.73283189995631e-05,3.76540861654491e-05
1.26861659573795e-05,8.57512601973076e-06,1.79863777310935e-05,3.92476697082038e-05
1.1330013593097e-05,6.8950572483809e-06,1.21953934666678e-05,3.04204643081456e-05
1.37724871421393e-05,1.50624520691804e-05,2.27099394792925e-05,5.15448786906122e-05
2.70644809527053e-05,2.32708324926525e-05,3.10891685229994e-05,8.14244819683572e-05
0.000155450772098776,0.000119612353542512,9.93122441816817e-05,0.00037437536982297
7.40457455588454e-06,4.84892853923647e-06,1.19310859913826e-05,2.41845890865036e-05
5.81877734250289e-05,5.12048508742025e-05,6.12098476257599e-05,0.000170602471924991
1.83463687548096e-05,1.04817598539534e-05,1.99199889224027e-05,4.87481175311657e-05
8.94954321372166e-06,4.44326003585089e-06,1.19452954094185e-05,2.53380986589911e-05
4.79342102235829e-06,3.44587778908024e-06,1.08758788832879e-05,1.91151776947264e-05
0.000114476524384432,0.000168487989843663,0.000190258128340243,0.000473222642568338
3.61339665390683e-06,3.83043729941228e-06,7.85244704866274e-06,1.52962810019818e-05
3.13446942138915e-06,3.15321915515788e-06,7.09905961588561e-06,1.33867481924326e-05
3.26637665454116e-06,3.03518335583327e-06,6.81538439274883e-06,1.31169444031233e-05
3.0556846714325e-06,2.98820138183346e-06,6.52866239544503e-06,1.2572548448711e-05
3.3578959403238e-06,3.3621120286146e-06,6.91622707092787e-06,1.36362350398663e-05
3.4100842763515e-06,3.33145708589819e-06,7.23143989366719e-06,1.39729812559169e-05
2.68867787088332e-05,7.60685747201111e-05,0.000102900326911177,0.000205855680340121
3.26865408667949e-05,6.71471533672479e-05,4.6659111861192e-05,0.000146492806095235
3.74988985274524e-06,3.71907388324595e-06,7.59634990438447e-06,1.50653136403757e-05
3.6105466027938e-06,3.44616127764725e-06,7.29056305361121e-06,1.43472709340523e-05
3.29703973142934e-06,3.23039930173186e-06,6.91545153972195e-06,1.34428905728832e-05
